345,40,327,0.171005189,-0.029734315,-0.026016174,0.136633992,-0.132861584,516,1676.575682,131909.5,21.30935237,0.782627624,280,1156.107646,69172,19.32262893,0.575848798,quasistable
351,29,315,0.766216815,-0.284191519,-0.554708838,0.484278262,-0.743485332,520,1653.788885,134192,20.3813765,0.77183439,272,1117.279218,63623,19.62046511,0.548895569,quasistable
321,39,327,0.008083669,-0.114538327,-0.062330484,-0.065826744,0.053765275,516,1614.333041,122268,21.31441725,0.807305774,280,1152.592927,66823,19.8804372,0.546437644,quasistable
330,33,336,0.003781776,-0.084244885,-0.397064298,-0.031466603,0.152611583,504,1594.575682,125770.5,20.21675675,0.781076644,284,1249.563489,66489,23.48371781,0.55548551,quasistable
342,30,282,1.206958771,-0.682293236,-0.542814672,0.487865359,-1.219089866,512,1643.88939,130079.5,20.77477486,0.774943403,276,1061.622364,60794,18.53870521,0.164062456,quasistable
312,46,270,1.117900252,-0.676784396,0.494871855,0.364724368,-1.099054456,504,1581.504614,120064,20.83186338,0.791858468,280,1042.693432,57840.5,18.79668386,0.320264006,quasistable
333,40,282,1.021843672,-0.57842809,0.024712129,0.396131694,-1.038067341,512,1624.717817,128121.5,20.60316173,0.774112181,268,1039.7645,57075,18.94192229,0.284145959,quasistable
336,28,279,1.455215812,-0.761434317,-0.490444124,0.649704278,-1.375890732,524,1648.475177,125505,21.65228802,0.796529432,276,1047.421354,57780,18.9873917,0.332941757,quasistable
306,39,276,1.057096124,-0.704256058,0.079016648,0.325527161,-1.068993211,516,1589.404109,120769.5,20.91757788,0.80729033,276,1043.178713,57733.5,18.84905346,0.31773153,quasistable
327,36,288,0.765614629,-0.550905704,-0.271013737,0.196922064,-0.836324036,504,1597.060963,119866.5,21.27870355,0.789639919,280,1081.7645,62214,18.80950321,0.133180222,quasistable
333,34,294,0.815961003,-0.485444367,-0.297538489,0.304298162,-0.849059284,516,1644.232536,122674.5,22.03800001,0.797388339,284,1097.521859,63861.5,18.86197836,0.295672478,quasistable
333,32,297,0.955215991,-0.483491808,-0.359289318,0.457405776,-0.939607084,504,1608.475177,124301,20.81393065,0.768589903,276,1085.178713,60892.5,19.33920991,0.400550578,quasistable
342,27,321,0.486061364,-0.230299383,-0.660852671,0.252716422,-0.494702816,512,1660.475177,119799,23.01503195,0.785143647,284,1143.906635,66253,19.750387,0.436942263,quasistable
