315,35,291,0.269581705,-0.933230162,-0.268207729,-0.408545136,-0.353568703,524,1610.877198,135286,19.18103385,0.773050511,240,1011.72287,52693.5,19.42522635,0.618951536,quasistable
318,38,294,0.311755717,-0.821697235,-0.063385405,-0.325286716,-0.373623252,500,1565.220343,128000,19.13995878,0.778849682,248,1029.622364,54138,19.58185033,0.599759637,quasistable
339,51,342,-0.269119382,-0.576426327,0.491398543,-0.634382904,0.33596617,520,1641.948265,142819.5,18.87693281,0.751080218,252,1123.078208,61439,20.52938136,0.703420195,quasistable
330,31,318,0.364565432,-0.79043591,-0.389982998,-0.218725473,-0.395930976,500,1591.119838,133976.5,18.89631644,0.723810239,252,1081.521859,58433.5,20.01744772,0.655312332,quasistable
336,49,333,-0.282842249,-0.688041925,0.291258037,-0.714497685,0.292644471,540,1676.534052,147626,19.03977908,0.758047659,236,1083.622364,59571,19.71156147,0.669357268,quasistable
318,43,318,-0.00035703,-0.708766699,0.133470103,-0.507693708,-0.022320053,496,1557.220343,126792,19.12530126,0.79837542,236,1056.551297,57711.5,19.34277644,0.658408186,quasistable
327,33,330,0.213341817,-0.720026433,-0.323223531,-0.300661534,-0.240967095,488,1556.877198,128329,18.88791004,0.748305449,240,1083.865005,60411.5,19.44602185,0.676928241,quasistable
333,37,330,0.039805774,-0.735667646,-0.198025033,-0.454039663,-0.071953587,512,1615.119838,137528.5,18.9677928,0.739753066,236,1078.208151,60953.5,19.07245386,0.684141746,quasistable
312,51,327,-0.289058149,-0.687944531,0.448566765,-0.744047821,0.32564348,520,1592.634557,131910.5,19.22883191,0.784643886,240,1081.96551,61611,19.00065516,0.658106122,quasistable
324,33,330,0.032574292,-0.809327364,-0.40495187,-0.501933336,-0.070827924,520,1614.877198,135740,19.21193726,0.774505845,240,1087.379724,62616.5,18.88311649,0.660165163,quasistable
327,53,339,-0.310557663,-0.574084222,0.569536924,-0.691735566,0.384880543,512,1613.220343,135524,19.20309227,0.755226636,244,1109.865005,63878.5,19.28348864,0.670038034,quasistable
312,51,330,-0.262379646,-0.633348525,0.503708243,-0.699486732,0.323934376,504,1560.634557,126826.5,19.20403244,0.787635535,248,1105.521859,62777.5,19.46841752,0.639546499,quasistable
318,53,342,-0.297298133,-0.530030131,0.636756539,-0.660873532,0.391946912,488,1544.291411,124543.5,19.14861845,0.761505488,240,1106.693432,62560.5,19.57737474,0.691541136,quasistable
327,51,303,-0.089871094,-0.726939797,0.418196321,-0.633289278,0.055342633,524,1625.948265,138267.5,19.12023983,0.770973957,248,1055.622364,59753,18.64908165,0.520696592,quasistable
318,54,279,0.045183588,-0.743672967,0.590586245,-0.572362483,-0.105741069,512,1581.605119,127238.5,19.65973156,0.795155277,244,993.3797237,52415.5,18.82655465,0.492426678,quasistable
321,39,315,0.10455732,-0.756678879,-0.052301671,-0.442872137,-0.140175417,508,1580.776692,129806.5,19.25061496,0.772241375,252,1076.693432,59311.5,19.54542958,0.626930021,quasistable
315,53,321,-0.122976176,-0.573842406,0.674127877,-0.567631066,0.171374649,488,1527.605119,120113.5,19.42810259,0.757352098,248,1082.450791,60424,19.39129676,0.645966482,quasistable
318,32,324,0.207662657,-0.761688292,-0.356166393,-0.350481749,-0.247527912,500,1556.433546,122571.5,19.76385526,0.785811034,256,1101.521859,61435.5,19.7499883,0.639495813,quasistable
318,53,330,-0.219534338,-0.590760112,0.654668391,-0.631998241,0.288042784,500,1560.534052,127896,19.04099054,0.767420316,248,1099.279218,61040,19.79709699,0.692854402,quasistable
318,27,339,0.239098772,-0.761781156,-0.6011765,-0.294746637,-0.270377338,492,1539.84776,120696,19.64548224,0.74766052,240,1101.865005,61386.5,19.77806992,0.708315051,quasistable
309,39,321,0.037094917,-0.75369215,-0.096462063,-0.49129048,-0.083873928,500,1541.362479,120214,19.76307494,0.780702649,224,1040.308656,55979,19.33300166,0.705793693,quasistable
315,33,339,0.044407237,-0.746926069,-0.372728139,-0.44622463,-0.06791462,492,1543.80613,123846.5,19.2442852,0.775141801,220,1072.793937,57896,19.87852065,0.746683713,quasistable
312,55,336,-0.250412732,-0.544508159,0.692774117,-0.637501895,0.302259982,488,1522.190906,117176,19.77422982,0.792576579,216,1067.96551,56998,20.01035704,0.761135515,quasistable
315,40,258,0.446411639,-0.960601985,-0.060259696,-0.325535059,-0.581580758,508,1575.220343,129447,19.16861055,0.776017196,220,905.1370831,43195,18.96685124,0.523160843,quasistable
321,51,258,0.271375149,-0.829859912,0.434473932,-0.429776877,-0.400569111,516,1623.948265,132304.5,19.93286674,0.755630911,220,903.9655101,42488,19.23257493,0.530927766,quasistable
303,49,306,0.039192978,-0.679665864,0.450880021,-0.478375554,-0.074027181,484,1507.462984,116461.5,19.51241095,0.777967435,216,993.7228695,49654.5,19.88712285,0.732792424,quasistable
315,25,297,0.57215476,-0.949534655,-0.660164297,-0.149373472,-0.62379837,500,1558.634557,125099.5,19.41927571,0.766403675,240,1017.279218,50977,20.300469,0.651145255,quasistable
309,47,297,0.101172745,-0.734615207,0.35936749,-0.464387059,-0.138644725,496,1541.705625,122721,19.36796663,0.772608433,236,1008.693432,49649.5,20.49290405,0.651345416,quasistable
303,29,300,0.434120595,-0.917616427,-0.470884651,-0.249125972,-0.491052449,496,1524.877198,118349,19.64740274,0.785312233,232,1008.450791,49013,20.74904614,0.713743833,quasistable
312,43,300,0.137815803,-0.786563456,0.143551156,-0.435810596,-0.188878611,500,1554.977703,126384.5,19.13174207,0.76886685,224,1003.379724,48726.5,20.66167014,0.707781647,quasistable
309,46,312,0.066225089,-0.66226697,0.285283983,-0.452312797,-0.112551801,488,1528.291411,115431.5,20.23429165,0.793398842,224,1023.480229,52999,19.76474611,0.693551966,quasistable
303,26,315,0.466309339,-0.821581364,-0.62424916,-0.163876638,-0.528717458,472,1480.534052,110752,19.79179679,0.759592839,224,1028.894442,54088.5,19.57206751,0.672056955,quasistable
306,47,336,-0.204670906,-0.62398088,0.322507799,-0.625814497,0.241349518,488,1522.634557,119669.5,19.37349111,0.779049754,228,1081.622364,58444,20.01757133,0.713962377,quasistable
300,50,315,-0.064938225,-0.627093017,0.550889552,-0.543756068,0.085276142,472,1473.80613,114341.5,18.99664171,0.782088591,232,1065.96551,57995,19.59276608,0.680810382,quasistable
309,46,318,0.011444054,-0.660978675,0.336822629,-0.475717485,-0.013451312,484,1511.119838,119076.5,19.17660634,0.760186492,232,1080.551297,58899.5,19.8234468,0.710686208,quasistable
309,47,321,-0.136187166,-0.701966882,0.304042101,-0.621870339,0.138319552,504,1554.04877,124526,19.39408301,0.794265571,232,1071.137083,58700,19.54573511,0.690167868,quasistable
297,37,330,0.117604248,-0.689894736,-0.084942907,-0.38990739,-0.141525552,476,1471.705625,108896,19.88977966,0.757746411,232,1083.279218,57472,20.4185319,0.726887461,quasistable
306,51,330,-0.209522218,-0.617816687,0.519208014,-0.641094327,0.250361264,496,1526.776692,118601.5,19.65444845,0.787280627,232,1076.450791,58015,19.9732191,0.721720319,quasistable
