165.245,42,82.098,976,2616.676187,226682,30.20528435,0.965995999,132,510.8111821,14212.5,18.35905462,0.250302269,71,124,1832,8296,0,150,120,1.5
163.11,45,96,940,2505.019333,212841,29.48267419,0.963929791,148,599.8822498,19509,18.44577957,0.462582152,49,133,1865,6585,108,150,120,1.5
165.109,46,81.099,936,2563.747255,223373.5,29.42515556,0.96197929,156,632.1248904,21353.5,18.71271113,0.50743134,50,125,2057,6655,52,150,120,1.5
165.048,51,91,972,2573.019333,220739,29.99211054,0.960495177,152,641.539104,21337,19.28914196,0.606691398,49,136,2114,6637,83,150,120,1.5
165.027,47,81.154,1020,2767.303604,243050,31.5077936,0.971515338,156,668.1248904,23171.5,19.26465137,0.6406172,50,128,2144,6599,0,150,120,1.5
164.149,43,95.131,960,2563.948265,220442.5,29.82106766,0.957570266,156,673.539104,23841,19.02835135,0.639068196,44,133,1868,6195,87,150,120,1.5
167.027,46,81.154,1020,3187.68838,235654.5,43.11972488,0.930459067,160,723.7817446,25148.5,20.83066639,0.704335291,56,127,2168,7174,4,150,120,1.5
166.027,36,100.125,1004,2649.504614,215986,32.50152649,0.959429364,168,714.9533175,26244.5,19.47677594,0.58534444,58,133,1473,7679,23,150,120,1.5
167.027,32,97.082,1036,2775.989895,241196,31.94961732,0.969083446,176,764.0243852,29701,19.65365682,0.625355535,63,128,1403,8261,15,150,120,1.5
169.027,45,96.13,980,2585.705625,224535,29.77653184,0.959379552,172,717.539104,26759,19.24071773,0.603501749,47,139,1827,6614,16,150,120,1.5
168.012,41,89.09,1012,2704.717817,236913.5,30.8783521,0.962367493,180,790.2670258,29292.5,21.32020046,0.60657756,50,130,1825,6810,5,150,120,1.5
167.108,41,103.005,964,2594.232536,218403.5,30.81471886,0.95345704,184,750.0243852,28520,19.72428396,0.577007604,36,140,1704,5861,43,150,120,1.5
171.187,33,94.133,980,2661.404109,223913.5,31.63307184,0.959387387,184,766.2670258,29160.5,20.13563399,0.524385996,69,128,1445,8867,0,150,120,1.5
